Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
alcoholic hepatitis,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
alcoholic hepatitis,vomiting,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,history of alcohol consumption,fluid overload,,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,fluid overload,,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,,,,,,,,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
common cold,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,chills,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,chills,fatigue,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,chills,fatigue,cough,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,chills,fatigue,cough,high fever,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,
pneumonia,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,fatigue,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,fatigue,cough,high fever,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,fatigue,cough,high fever,breathlessness,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,bloody stool,irritation in anus,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,irritation in anus,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,
heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,
heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,,,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,
heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,
heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,
varicose veins,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,
varicose veins,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,
varicose veins,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf,,,,,,,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,
hypothyroidism,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,fatigue,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,dizziness,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,
hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,muscle weakness,irritability,abnormal menstruation,,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,
hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
osteoarthritis,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
osteoarthritis,joint pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,swelling joints,painful walking,,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,painful walking,,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,
arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
paroxysmal positional vertigo,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,headache,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
